bill_id,thomas_id
hconres1-97,260
hconres1-97,263
hconres1-97,304
hconres1-97,433
hconres1-97,855
hconres1-97,907
hconres1-97,986
hconres1-97,1046
hconres2-97,16
hconres2-97,376
hconres3-97,23
hconres3-97,377
hconres4-97,31
hconres5-97,31
hconres6-97,31
hconres7-97,384
hconres8-97,422
hconres9-97,497
hconres10-97,497
hconres11-97,497
hconres12-97,555
hconres13-97,310
hconres13-97,555
hconres14-97,560
hconres15-97,703
hconres16-97,703
hconres17-97,24
hconres17-97,43
hconres17-97,44
hconres17-97,69
hconres17-97,109
hconres17-97,115
hconres17-97,134
hconres17-97,216
hconres17-97,220
hconres17-97,221
hconres17-97,241
hconres17-97,259
hconres17-97,260
hconres17-97,267
hconres17-97,278
hconres17-97,285
hconres17-97,289
hconres17-97,334
hconres17-97,357
hconres17-97,358
hconres17-97,363
hconres17-97,380
hconres17-97,382
hconres17-97,384
hconres17-97,402
hconres17-97,419
hconres17-97,443
hconres17-97,468
hconres17-97,476
hconres17-97,480
hconres17-97,481
hconres17-97,489
hconres17-97,508
hconres17-97,536
hconres17-97,543
hconres17-97,552
hconres17-97,555
hconres17-97,560
hconres17-97,572
hconres17-97,589
hconres17-97,609
hconres17-97,650
hconres17-97,657
hconres17-97,676
hconres17-97,682
hconres17-97,713
hconres17-97,738
hconres17-97,741
hconres17-97,750
hconres17-97,761
hconres17-97,812
hconres17-97,847
hconres17-97,872
hconres17-97,890
hconres17-97,898
hconres17-97,907
hconres17-97,912
hconres17-97,934
hconres17-97,940
hconres17-97,941
hconres17-97,963
hconres17-97,975
hconres17-97,986
hconres17-97,1004
hconres17-97,1021
hconres17-97,1064
hconres17-97,1093
hconres17-97,1117
hconres17-97,1133
hconres17-97,1143
hconres17-97,1169
hconres17-97,1221
hconres17-97,1223
hconres17-97,1231
hconres17-97,1241
hconres17-97,1253
hconres17-97,1259
hconres17-97,1261
hconres18-97,974
hconres19-97,674
hconres19-97,974
hconres20-97,553
hconres20-97,674
hconres20-97,974
hconres21-97,674
hconres21-97,974
hconres22-97,974
hconres23-97,221
hconres24-97,1235
hconres25-97,445
hconres26-97,156
hconres26-97,275
hconres26-97,441
hconres27-97,42
hconres27-97,85
hconres27-97,108
hconres27-97,126
hconres27-97,134
hconres27-97,191
hconres27-97,233
hconres27-97,252
hconres27-97,297
hconres27-97,301
hconres27-97,304
hconres27-97,325
hconres27-97,334
hconres27-97,377
hconres27-97,395
hconres27-97,407
hconres27-97,437
hconres27-97,463
hconres27-97,514
hconres27-97,553
hconres27-97,555
hconres27-97,589
hconres27-97,663
hconres27-97,674
hconres27-97,710
hconres27-97,812
hconres27-97,820
hconres27-97,882
hconres27-97,923
hconres27-97,941
hconres27-97,951
hconres27-97,959
hconres27-97,974
hconres27-97,1093
hconres27-97,1101
hconres27-97,1126
hconres27-97,1129
hconres27-97,1213
hconres27-97,1232
hconres27-97,1236
hconres27-97,1240
hconres27-97,1252
hconres27-97,1253
hconres28-97,26
hconres28-97,39
hconres28-97,42
hconres28-97,43
hconres28-97,54
hconres28-97,69
hconres28-97,72
hconres28-97,83
hconres28-97,94
hconres28-97,108
hconres28-97,131
hconres28-97,138
hconres28-97,147
hconres28-97,159
hconres28-97,169
hconres28-97,178
hconres28-97,207
hconres28-97,216
hconres28-97,221
hconres28-97,237
hconres28-97,241
hconres28-97,244
hconres28-97,248
hconres28-97,249
hconres28-97,260
hconres28-97,264
hconres28-97,268
hconres28-97,276
hconres28-97,296
hconres28-97,297
hconres28-97,310
hconres28-97,314
hconres28-97,321
hconres28-97,337
hconres28-97,342
hconres28-97,345
hconres28-97,351
hconres28-97,352
hconres28-97,357
hconres28-97,378
hconres28-97,382
hconres28-97,415
hconres28-97,419
hconres28-97,437
hconres28-97,441
hconres28-97,442
hconres28-97,444
hconres28-97,463
hconres28-97,481
hconres28-97,497
hconres28-97,525
hconres28-97,526
hconres28-97,531
hconres28-97,537
hconres28-97,543
hconres28-97,572
hconres28-97,575
hconres28-97,580
hconres28-97,594
hconres28-97,625
hconres28-97,657
hconres28-97,658
hconres28-97,687
hconres28-97,696
hconres28-97,698
hconres28-97,708
hconres28-97,717
