bill_id,thomas_id
hconres1-104,89
hconres1-104,132
hconres1-104,171
hconres1-104,291
hconres1-104,294
hconres1-104,396
hconres1-104,404
hconres1-104,437
hconres1-104,450
hconres1-104,511
hconres1-104,761
hconres1-104,789
hconres1-104,807
hconres1-104,911
hconres1-104,958
hconres1-104,985
hconres1-104,1025
hconres1-104,1047
hconres1-104,1091
hconres1-104,1103
hconres1-104,1157
hconres1-104,1215
hconres1-104,1255
hconres2-104,211
hconres3-104,220
hconres4-104,38
hconres4-104,47
hconres4-104,60
hconres4-104,89
hconres4-104,165
hconres4-104,249
hconres4-104,340
hconres4-104,492
hconres4-104,562
hconres4-104,603
hconres4-104,794
hconres4-104,830
hconres4-104,1023
hconres4-104,1041
hconres4-104,1088
hconres4-104,1089
hconres4-104,1122
hconres5-104,47
hconres5-104,52
hconres5-104,60
hconres5-104,84
hconres5-104,113
hconres5-104,145
hconres5-104,154
hconres5-104,165
hconres5-104,194
hconres5-104,207
hconres5-104,212
hconres5-104,230
hconres5-104,249
hconres5-104,250
hconres5-104,307
hconres5-104,310
hconres5-104,347
hconres5-104,398
hconres5-104,406
hconres5-104,421
hconres5-104,434
hconres5-104,446
hconres5-104,492
hconres5-104,533
hconres5-104,562
hconres5-104,659
hconres5-104,689
hconres5-104,691
hconres5-104,711
hconres5-104,785
hconres5-104,830
hconres5-104,860
hconres5-104,862
hconres5-104,886
hconres5-104,979
hconres5-104,1026
hconres5-104,1043
hconres5-104,1063
hconres5-104,1088
hconres5-104,1089
hconres5-104,1091
hconres5-104,1103
hconres5-104,1122
hconres5-104,1190
hconres5-104,1197
hconres5-104,1226
hconres5-104,1256
hconres6-104,342
hconres7-104,589
hconres7-104,748
hconres7-104,812
hconres7-104,1048
hconres8-104,316
hconres8-104,549
hconres8-104,887
hconres8-104,1023
hconres9-104,916
hconres10-104,2
hconres10-104,4
hconres10-104,38
hconres10-104,45
hconres10-104,52
hconres10-104,56
hconres10-104,57
hconres10-104,60
hconres10-104,79
hconres10-104,91
hconres10-104,100
hconres10-104,110
hconres10-104,136
hconres10-104,154
hconres10-104,165
hconres10-104,166
hconres10-104,171
hconres10-104,194
hconres10-104,207
hconres10-104,211
hconres10-104,217
hconres10-104,230
hconres10-104,242
hconres10-104,250
hconres10-104,254
hconres10-104,281
hconres10-104,291
hconres10-104,297
hconres10-104,299
hconres10-104,335
hconres10-104,368
hconres10-104,374
hconres10-104,379
hconres10-104,381
hconres10-104,398
hconres10-104,406
hconres10-104,410
hconres10-104,419
hconres10-104,423
hconres10-104,425
hconres10-104,431
hconres10-104,439
hconres10-104,447
hconres10-104,448
hconres10-104,462
hconres10-104,476
hconres10-104,487
hconres10-104,502
hconres10-104,525
hconres10-104,527
hconres10-104,541
hconres10-104,550
hconres10-104,578
hconres10-104,589
hconres10-104,604
hconres10-104,606
hconres10-104,628
hconres10-104,631
hconres10-104,632
hconres10-104,635
hconres10-104,637
hconres10-104,639
hconres10-104,642
hconres10-104,683
hconres10-104,688
hconres10-104,701
hconres10-104,709
hconres10-104,729
hconres10-104,732
hconres10-104,733
hconres10-104,743
hconres10-104,748
hconres10-104,765
hconres10-104,772
hconres10-104,778
hconres10-104,780
hconres10-104,785
hconres10-104,794
hconres10-104,812
hconres10-104,830
hconres10-104,832
hconres10-104,833
hconres10-104,860
hconres10-104,869
hconres10-104,886
hconres10-104,912
hconres10-104,916
hconres10-104,922
hconres10-104,923
hconres10-104,933
hconres10-104,966
hconres10-104,976
hconres10-104,979
hconres10-104,986
hconres10-104,990
hconres10-104,1023
hconres10-104,1041
hconres10-104,1048
hconres10-104,1055
hconres10-104,1089
hconres10-104,1092
hconres10-104,1103
