B Id,Thomas Id
hr4856-93,842
hr4856-93,988
hr4856-93,1101
hr4856-93,1241
hr4857-93,640
hr4857-93,793
hr4857-93,843
hr4857-93,988
hr4857-93,1252
hr4858-93,1002
hr4859-93,1002
hr4860-93,1002
hr4861-93,1024
hr4862-93,167
hr4862-93,283
hr4862-93,561
hr4862-93,741
hr4862-93,951
hr4862-93,1024
hr4862-93,1039
hr4862-93,1108
hr4863-93,167
hr4863-93,561
hr4863-93,741
hr4863-93,1024
hr4863-93,1039
hr4863-93,1108
hr4864-93,283
hr4864-93,741
hr4864-93,951
hr4864-93,1024
hr4864-93,1039
hr4864-93,1164
hr4865-93,561
hr4865-93,951
hr4865-93,1024
hr4865-93,1108
hr4866-93,951
hr4866-93,1024
hr4866-93,1164
hr4867-93,941
hr4867-93,1051
hr4868-93,1053
hr4869-93,913
hr4869-93,950
hr4869-93,972
hr4869-93,982
hr4869-93,996
hr4869-93,1061
hr4869-93,1101
hr4869-93,1134
hr4869-93,1145
hr4869-93,1179
hr4869-93,1186
hr4869-93,1193
hr4869-93,1228
hr4869-93,1233
hr4870-93,1073
hr4871-93,292
hr4871-93,1096
hr4872-93,292
hr4872-93,1096
hr4873-93,292
hr4873-93,1096
hr4874-93,292
hr4874-93,1096
hr4875-93,1111
hr4876-93,1153
hr4877-93,1153
hr4878-93,781
hr4878-93,936
hr4878-93,1016
hr4878-93,1159
hr4879-93,3
hr4879-93,134
hr4879-93,143
hr4879-93,234
hr4879-93,240
hr4879-93,263
hr4879-93,275
hr4879-93,284
hr4879-93,318
hr4879-93,336
hr4879-93,341
hr4879-93,500
hr4879-93,503
hr4879-93,522
hr4879-93,620
hr4879-93,678
hr4879-93,753
hr4879-93,787
hr4879-93,820
hr4879-93,1173
hr4880-93,838
hr4880-93,843
hr4880-93,873
hr4880-93,884
hr4880-93,913
hr4880-93,928
hr4880-93,936
hr4880-93,961
hr4880-93,995
hr4880-93,1002
hr4880-93,1016
hr4880-93,1033
hr4880-93,1040
hr4880-93,1101
hr4880-93,1159
hr4880-93,1173
hr4880-93,1193
hr4880-93,1241
hr4880-93,1253
hr4881-93,283
hr4881-93,461
hr4881-93,1174
hr4881-93,1246
hr4882-93,1109
hr4882-93,1180
hr4883-93,1187
hr4884-93,1193
hr4885-93,1200
hr4886-93,1235
hr4887-93,5
hr4887-93,10
hr4887-93,84
hr4887-93,104
hr4887-93,134
hr4887-93,143
hr4887-93,271
hr4887-93,305
hr4887-93,353
hr4887-93,391
hr4887-93,420
hr4887-93,515
hr4887-93,611
hr4887-93,629
hr4887-93,759
hr4887-93,793
hr4887-93,815
hr4887-93,842
hr4887-93,953
hr4887-93,986
hr4887-93,1101
hr4887-93,1115
hr4887-93,1179
hr4887-93,1233
hr4887-93,1239
hr4888-93,440
hr4888-93,656
hr4888-93,680
hr4888-93,1052
hr4888-93,1121
hr4888-93,1239
hr4889-93,133
hr4889-93,149
hr4889-93,167
hr4889-93,206
hr4889-93,253
hr4889-93,287
hr4889-93,296
hr4889-93,354
hr4889-93,386
hr4889-93,442
hr4889-93,444
hr4889-93,513
hr4889-93,540
hr4889-93,560
hr4889-93,731
hr4889-93,746
hr4889-93,760
hr4889-93,801
hr4889-93,806
hr4889-93,847
hr4889-93,926
hr4889-93,1061
hr4889-93,1104
hr4889-93,1221
hr4889-93,1250
hr4890-93,143
hr4890-93,177
hr4890-93,382
hr4890-93,482
hr4890-93,489
hr4890-93,622
hr4890-93,731
hr4890-93,957
hr4890-93,995
hr4890-93,1198
hr4890-93,1229
hr4890-93,1250
hr4891-93,1267
hr4892-93,253
hr4893-93,280
hr4894-93,336
hr4895-93,643
hr4896-93,1121
hr4897-93,5
hr4898-93,23
hr4899-93,46
hr4900-93,73
hr4901-93,85
hr4901-93,995
hr4902-93,90
hr4903-93,90
hr4903-93,305
hr4903-93,749
hr4903-93,1115
hr4904-93,3
hr4904-93,16
hr4904-93,95
hr4904-93,120
hr4904-93,150
hr4904-93,199
hr4904-93,201
hr4904-93,309
hr4904-93,442
hr4904-93,459
hr4904-93,471
hr4904-93,530
hr4904-93,564
hr4904-93,600
hr4904-93,610
hr4904-93,640
hr4904-93,762
hr4904-93,804
hr4904-93,969
hr4904-93,974
hr4904-93,981
hr4904-93,1100
hr4904-93,1121
hr4904-93,1244
hr4904-93,1265
hr4905-93,46
hr4905-93,95
hr4905-93,490
hr4905-93,496
hr4905-93,819
hr4906-93,139
hr4907-93,139
hr4908-93,139
hr4909-93,167
hr4910-93,167
hr4911-93,175
hr4912-93,175
hr4913-93,175
hr4914-93,195
hr4915-93,77
hr4915-93,221
hr4915-93,610
hr4915-93,1086
hr4915-93,1232
hr4916-93,234
hr4917-93,255
hr4917-93,1217
hr4918-93,17
hr4918-93,40
hr4918-93,104
hr4918-93,105
hr4918-93,143
hr4918-93,177
hr4918-93,228
hr4918-93,234
hr4918-93,253
hr4918-93,255
hr4918-93,271
hr4918-93,305
hr4918-93,370
hr4918-93,411
hr4918-93,437
hr4918-93,474
hr4918-93,480
hr4918-93,494
hr4918-93,503
hr4918-93,519
hr4918-93,522
hr4918-93,643
hr4918-93,749
hr4918-93,1217
hr4919-93,255
hr4919-93,759
hr4919-93,787
hr4919-93,837
hr4919-93,856
hr4919-93,877
hr4919-93,884
hr4919-93,918
hr4919-93,950
hr4919-93,953
hr4919-93,954
hr4919-93,987
hr4919-93,996
hr4919-93,1079
hr4919-93,1100
hr4919-93,1152
hr4919-93,1159
hr4919-93,1193
hr4919-93,1217
hr4919-93,1239
hr4919-93,1253
hr4920-93,263
hr4921-93,263
hr4922-93,269
hr4923-93,280
hr4924-93,288
hr4924-93,908
hr4925-93,320
hr4926-93,320
hr4927-93,320
hr4928-93,320
hr4928-93,530
hr4928-93,1173
hr4928-93,1233
hr4929-93,321
hr4930-93,321
hr4931-93,321
hr4932-93,32
hr4932-93,90
hr4932-93,156
hr4932-93,177
hr4932-93,229
hr4932-93,234
hr4932-93,263
hr4932-93,299
hr4932-93,333
hr4932-93,341
hr4932-93,370
hr4932-93,437
hr4932-93,445
hr4932-93,503
hr4932-93,515
hr4932-93,522
hr4932-93,529
hr4932-93,759
hr4932-93,838
hr4932-93,842
hr4932-93,873
hr4932-93,920
hr4932-93,928
hr4932-93,1017
hr4932-93,1173
hr4933-93,3
hr4933-93,134
hr4933-93,195
hr4933-93,275
hr4933-93,333
hr4933-93,402
hr4933-93,415
hr4933-93,556
hr4933-93,614
hr4933-93,731
hr4933-93,749
hr4933-93,815
hr4933-93,950
hr4933-93,987
hr4933-93,996
hr4933-93,1040
hr4933-93,1106
hr4933-93,1173
hr4933-93,1232
hr4933-93,1241
hr4934-93,341
hr4935-93,341
hr4936-93,341
hr4937-93,341
hr4938-93,351
hr4938-93,496
hr4938-93,560
hr4938-93,759
hr4938-93,932
hr4938-93,951
hr4938-93,1154
hr4939-93,360
hr4939-93,1111
hr4939-93,1159
hr4940-93,384
hr4941-93,386
hr4942-93,128
hr4942-93,133
hr4942-93,185
hr4942-93,187
hr4942-93,353
hr4942-93,399
hr4942-93,509
hr4942-93,568
hr4942-93,576
hr4942-93,1002
hr4942-93,1180
hr4943-93,411
hr4943-93,995
hr4944-93,430
hr4945-93,430
hr4946-93,430
hr4947-93,437
hr4948-93,496
hr4949-93,500
hr4950-93,500
hr4951-93,503
hr4951-93,817
hr4952-93,513
hr4953-93,3
hr4953-93,75
hr4953-93,134
hr4953-93,195
hr4953-93,203
hr4953-93,229
hr4953-93,284
hr4953-93,288
hr4953-93,298
hr4953-93,372
hr4953-93,503
hr4953-93,515
hr4953-93,556
hr4953-93,793
hr4953-93,818
hr4953-93,866
hr4953-93,944
hr4953-93,996
hr4953-93,1115
hr4953-93,1254
hr4954-93,119
hr4954-93,521
hr4955-93,119
hr4955-93,521
hr4956-93,262
hr4956-93,402
hr4956-93,413
hr4956-93,529
hr4956-93,564
hr4956-93,574
hr4956-93,734
hr4956-93,814
hr4956-93,896
hr4956-93,963
hr4956-93,973
hr4956-93,974
hr4956-93,1011
hr4956-93,1152
hr4956-93,1227
hr4957-93,530
hr4958-93,556
hr4959-93,556
hr4960-93,351
hr4960-93,474
hr4960-93,496
hr4960-93,560
hr4960-93,759
hr4960-93,831
hr4960-93,932
hr4960-93,951
hr4960-93,1154
hr4961-93,643
hr4962-93,680
hr4963-93,749
hr4964-93,749
hr4965-93,752
hr4966-93,787
hr4967-93,787
hr4968-93,19
hr4968-93,81
hr4968-93,790
hr4969-93,796
hr4970-93,540
hr4970-93,842
hr4970-93,843
hr4971-93,858
hr4972-93,866
hr4973-93,874
hr4974-93,908
hr4975-93,908
hr4976-93,915
hr4977-93,299
hr4977-93,401
hr4977-93,915
hr4978-93,932
hr4979-93,953
hr4980-93,954
hr4981-93,3
hr4981-93,86
hr4981-93,90
hr4981-93,134
hr4981-93,143
hr4981-93,150
hr4981-93,195
hr4981-93,234
hr4981-93,263
hr4981-93,336
hr4981-93,372
hr4981-93,402
hr4981-93,503
hr4981-93,515
hr4981-93,522
hr4981-93,529
hr4981-93,640
hr4981-93,770
hr4981-93,820
hr4981-93,961
hr4982-93,950
hr4982-93,961
hr4982-93,987
hr4982-93,988
hr4982-93,996
hr4982-93,1002
hr4982-93,1040
hr4982-93,1101
hr4982-93,1115
hr4982-93,1131
hr4982-93,1174
hr4982-93,1193
hr4982-93,1217
hr4982-93,1239
hr4982-93,1241
hr4983-93,973
hr4984-93,983
hr4985-93,995
hr4985-93,1124
hr4986-93,3
hr4986-93,134
hr4986-93,195
hr4986-93,503
hr4986-93,522
hr4986-93,529
hr4986-93,643
hr4986-93,680
hr4986-93,815
hr4986-93,818
hr4986-93,838
hr4986-93,843
hr4986-93,995
hr4986-93,996
hr4987-93,3
hr4987-93,134
hr4987-93,156
hr4987-93,195
hr4987-93,234
hr4987-93,284
hr4987-93,503
hr4987-93,678
hr4987-93,838
hr4987-93,950
hr4987-93,996
hr4988-93,1093
hr4989-93,1028
hr4990-93,1040
hr4991-93,1040
hr4992-93,1051
hr4993-93,1105
hr4994-93,3
hr4994-93,17
hr4994-93,32
hr4994-93,90
hr4994-93,95
hr4994-93,105
hr4994-93,195
hr4994-93,206
hr4994-93,229
hr4994-93,240
hr4994-93,255
hr4994-93,290
hr4994-93,318
hr4994-93,336
hr4994-93,384
hr4994-93,386
hr4994-93,401
hr4994-93,503
hr4994-93,513
hr4994-93,515
hr4994-93,522
hr4994-93,529
hr4994-93,643
hr4994-93,749
hr4994-93,1131
hr4995-93,759
hr4995-93,790
hr4995-93,838
hr4995-93,877
hr4995-93,907
hr4995-93,918
hr4995-93,920
hr4995-93,950
hr4995-93,983
hr4995-93,995
hr4995-93,1017
hr4995-93,1040
hr4995-93,1115
hr4995-93,1131
hr4995-93,1152
hr4995-93,1159
hr4995-93,1173
hr4995-93,1193
hr4995-93,1239
hr4995-93,1241
hr4996-93,1152
hr4997-93,1154
hr4998-93,90
hr4998-93,341
hr4998-93,437
hr4998-93,503
hr4998-93,981
hr4998-93,1159
hr4998-93,1241
hr4999-93,1173
hr5000-93,1180
hr5001-93,1183
hr5002-93,1253
hr5003-93,1253
hr5004-93,10
hr5005-93,118
hr5006-93,134
hr5007-93,139
hr5008-93,139
hr5009-93,139
hr5010-93,203
hr5011-93,471
hr5012-93,530
hr5013-93,591
hr5014-93,787
hr5015-93,913
hr5016-93,19
hr5017-93,46
hr5018-93,77
hr5019-93,90
hr5020-93,3
hr5020-93,16
hr5020-93,95
hr5020-93,120
hr5020-93,150
hr5020-93,309
hr5020-93,442
hr5020-93,459
hr5020-93,564
hr5020-93,600
hr5020-93,640
hr5020-93,762
hr5020-93,974
hr5020-93,981
hr5020-93,1100
hr5020-93,1121
hr5020-93,1244
hr5021-93,138
hr5021-93,760
hr5022-93,156
hr5023-93,185
hr5024-93,198
hr5025-93,198
hr5025-93,480
hr5026-93,225
hr5027-93,272
hr5028-93,280
hr5029-93,296
hr5030-93,262
hr5031-93,320
hr5032-93,3
hr5032-93,84
hr5032-93,134
hr5032-93,150
hr5032-93,195
hr5032-93,229
hr5032-93,263
hr5032-93,341
hr5032-93,401
hr5032-93,477
hr5032-93,503
hr5032-93,522
hr5032-93,523
hr5032-93,753
hr5032-93,786
hr5032-93,793
hr5032-93,815
hr5032-93,818
hr5032-93,820
hr5032-93,825
hr5032-93,918
hr5032-93,920
hr5032-93,987
hr5032-93,1017
hr5032-93,1101
hr5033-93,341
hr5033-93,1120
hr5033-93,1121
hr5033-93,1229
hr5033-93,1239
hr5033-93,1241
hr5033-93,1253
hr5034-93,384
hr5035-93,397
hr5036-93,397
hr5037-93,397
hr5038-93,139
hr5038-93,309
hr5038-93,420
hr5038-93,568
hr5038-93,734
hr5038-93,1055
hr5038-93,1120
hr5038-93,1154
hr5039-93,128
hr5039-93,139
hr5039-93,148
hr5039-93,167
hr5039-93,191
hr5039-93,198
hr5039-93,354
hr5039-93,420
hr5039-93,477
hr5039-93,540
hr5039-93,548
hr5039-93,570
hr5039-93,581
hr5039-93,712
hr5039-93,804
hr5039-93,830
hr5039-93,847
hr5039-93,918
hr5039-93,982
hr5039-93,983
hr5039-93,1005
hr5039-93,1108
hr5039-93,1186
hr5039-93,1229
hr5039-93,1260
hr5040-93,59
hr5040-93,86
hr5040-93,240
hr5040-93,341
hr5040-93,464
hr5040-93,866
hr5040-93,1202
hr5040-93,1229
hr5041-93,473
hr5042-93,493
hr5043-93,493
hr5044-93,503
hr5045-93,513
hr5046-93,513
hr5047-93,529
hr5048-93,529
hr5049-93,530
hr5050-93,121
hr5050-93,138
hr5050-93,333
hr5050-93,529
hr5050-93,760
hr5050-93,838
hr5050-93,1120
hr5050-93,1202
hr5050-93,1260
hr5051-93,540
hr5052-93,568
hr5053-93,134
hr5053-93,263
hr5053-93,336
hr5053-93,620
hr5053-93,1193
hr5054-93,622
hr5055-93,643
hr5056-93,770
hr5057-93,786
hr5058-93,786
hr5059-93,734
hr5060-93,749
hr5061-93,793
hr5061-93,1115
hr5061-93,1239
hr5062-93,150
hr5062-93,515
hr5062-93,793
hr5062-93,1115
hr5063-93,556
hr5063-93,793
hr5063-93,1115
hr5064-93,121
hr5064-93,177
hr5064-93,333
hr5064-93,529
hr5064-93,770
hr5064-93,838
hr5064-93,1120
hr5065-93,866
hr5066-93,907
hr5067-93,907
hr5068-93,936
hr5069-93,936
hr5070-93,134
hr5070-93,163
hr5070-93,321
hr5070-93,397
hr5070-93,529
hr5070-93,625
hr5070-93,629
hr5070-93,749
hr5070-93,801
hr5070-93,843
hr5070-93,941
hr5070-93,945
hr5070-93,961
hr5070-93,1239
hr5070-93,1241
hr5070-93,1267
hr5071-93,973
hr5072-93,974
hr5073-93,974
hr5074-93,6
hr5074-93,17
hr5074-93,19
hr5074-93,42
hr5074-93,95
hr5074-93,118
hr5074-93,128
hr5074-93,138
hr5074-93,139
hr5074-93,143
hr5074-93,149
hr5074-93,151
hr5074-93,159
hr5074-93,191
hr5074-93,206
hr5074-93,213
hr5074-93,240
hr5074-93,253
hr5074-93,269
hr5074-93,272
hr5074-93,286
hr5074-93,321
hr5074-93,354
hr5074-93,382
hr5074-93,983
hr5075-93,138
hr5075-93,386
hr5075-93,415
hr5075-93,418
hr5075-93,420
hr5075-93,422
hr5075-93,436
hr5075-93,477
hr5075-93,496
hr5075-93,530
hr5075-93,540
hr5075-93,568
hr5075-93,573
hr5075-93,576
hr5075-93,622
hr5075-93,625
hr5075-93,629
hr5075-93,707
hr5075-93,728
hr5075-93,741
hr5075-93,746
hr5075-93,762
hr5075-93,765
hr5075-93,806
hr5075-93,983
hr5076-93,138
hr5076-93,817
hr5076-93,819
hr5076-93,847
hr5076-93,863
hr5076-93,872
hr5076-93,892
hr5076-93,907
hr5076-93,920
hr5076-93,941
hr5076-93,957
hr5076-93,970
hr5076-93,983
hr5076-93,986
hr5076-93,991
hr5076-93,992
hr5076-93,1016
hr5076-93,1031
hr5076-93,1056
hr5076-93,1066
hr5076-93,1091
hr5076-93,1099
hr5076-93,1108
hr5077-93,138
hr5077-93,983
hr5077-93,1106
hr5077-93,1119
hr5077-93,1168
hr5077-93,1191
hr5077-93,1198
hr5077-93,1200
hr5077-93,1229
hr5078-93,1024
hr5079-93,1024
hr5080-93,1052
hr5081-93,1052
hr5082-93,1061
hr5083-93,1061
hr5084-93,1096
hr5085-93,1096
hr5086-93,1096
hr5087-93,292
hr5087-93,1096
hr5088-93,1099
hr5089-93,167
hr5089-93,591
hr5089-93,609
hr5089-93,786
hr5089-93,1104
hr5090-93,1109
hr5091-93,85
hr5091-93,199
hr5091-93,299
hr5091-93,333
hr5091-93,402
hr5091-93,442
hr5091-93,447
hr5091-93,678
hr5091-93,727
hr5091-93,759
hr5091-93,837
hr5091-93,1017
hr5091-93,1121
hr5091-93,1124
hr5092-93,1152
hr5093-93,1154
hr5094-93,118
hr5094-93,203
hr5094-93,320
hr5094-93,401
hr5094-93,493
hr5094-93,530
hr5094-93,540
hr5094-93,548
hr5094-93,680
hr5094-93,820
hr5094-93,866
hr5094-93,1173
hr5094-93,1193
hr5094-93,1219
hr5095-93,234
hr5095-93,464
hr5095-93,1031
hr5095-93,1174
hr5096-93,1198
hr5097-93,240
hr5097-93,1239
hr5098-93,1253
hr5099-93,133
hr5100-93,133
hr5101-93,341
hr5102-93,397
hr5103-93,464
hr5104-93,574
hr5105-93,983
hr5106-93,1179
hr5107-93,3
hr5108-93,46
hr5108-93,69
hr5108-93,321
hr5108-93,365
hr5108-93,420
hr5108-93,608
hr5108-93,654
hr5108-93,937
hr5109-93,40
hr5109-93,73
hr5109-93,75
hr5109-93,156
hr5109-93,195
hr5109-93,203
hr5109-93,283
hr5109-93,353
hr5109-93,500
hr5109-93,515
hr5109-93,1109
hr5109-93,1115
hr5109-93,1152
hr5110-93,85
hr5111-93,90
hr5112-93,1
hr5112-93,95
hr5112-93,1143
hr5112-93,1198
hr5113-93,40
hr5113-93,117
hr5113-93,195
hr5113-93,354
hr5113-93,458
hr5113-93,500
hr5113-93,680
hr5113-93,753
hr5113-93,787
hr5113-93,815
hr5113-93,908
hr5113-93,915
hr5113-93,936
hr5113-93,1016
hr5114-93,40
hr5114-93,117
hr5114-93,195
hr5114-93,354
hr5114-93,458
hr5114-93,500
hr5114-93,680
hr5114-93,753
hr5114-93,787
hr5114-93,815
hr5114-93,908
hr5114-93,915
hr5114-93,1016
hr5115-93,129
hr5116-93,138
hr5117-93,149
hr5118-93,156
hr5119-93,181
hr5120-93,198
hr5121-93,198
hr5121-93,292
hr5122-93,309
hr5123-93,353
hr5124-93,411
hr5125-93,422
hr5126-93,422
hr5127-93,444
hr5128-93,474
hr5129-93,474
hr5130-93,73
hr5130-93,119
hr5130-93,124
hr5130-93,134
hr5130-93,286
hr5130-93,290
hr5130-93,321
hr5130-93,370
hr5130-93,384
hr5130-93,437
hr5130-93,458
hr5130-93,477
hr5130-93,503
hr5130-93,629
hr5130-93,656
hr5130-93,680
hr5130-93,741
hr5130-93,760
hr5130-93,842
hr5130-93,843
hr5130-93,907
hr5130-93,982
hr5130-93,1006
hr5130-93,1056
hr5130-93,1241
hr5131-93,90
hr5131-93,477
hr5131-93,929
hr5132-93,73
hr5132-93,119
hr5132-93,124
hr5132-93,134
hr5132-93,286
hr5132-93,290
hr5132-93,321
hr5132-93,370
hr5132-93,384
hr5132-93,437
hr5132-93,458
hr5132-93,477
hr5132-93,503
hr5132-93,629
hr5132-93,656
hr5132-93,680
hr5132-93,741
hr5132-93,760
hr5132-93,842
hr5132-93,843
hr5132-93,907
hr5132-93,982
hr5132-93,1006
hr5132-93,1056
hr5132-93,1241
hr5133-93,90
hr5133-93,477
hr5133-93,929
hr5134-93,496
hr5135-93,503
hr5136-93,120
hr5136-93,503
hr5136-93,913
hr5136-93,974
hr5137-93,203
hr5137-93,418
hr5137-93,445
hr5137-93,493
hr5137-93,530
hr5137-93,600
hr5137-93,654
hr5137-93,656
hr5137-93,678
hr5137-93,770
hr5137-93,847
hr5137-93,983
hr5137-93,986
hr5137-93,1079
hr5137-93,1146
hr5138-93,640
hr5139-93,134
hr5139-93,156
hr5139-93,286
hr5139-93,321
hr5139-93,341
hr5139-93,503
hr5139-93,522
hr5139-93,656
hr5139-93,820
hr5139-93,1101
hr5139-93,1239
hr5139-93,1253
hr5140-93,134
hr5140-93,156
hr5140-93,416
hr5140-93,556
hr5140-93,680
hr5140-93,820
hr5140-93,995
hr5140-93,1017
hr5141-93,134
hr5141-93,156
hr5141-93,416
hr5141-93,556
hr5141-93,680
hr5141-93,820
hr5141-93,1017
hr5142-93,134
hr5142-93,156
hr5142-93,556
hr5142-93,680
hr5142-93,820
hr5142-93,1017
hr5143-93,712
hr5144-93,712
hr5145-93,712
hr5146-93,712
hr5147-93,712
hr5148-93,712
hr5149-93,712
hr5150-93,770
hr5151-93,719
hr5152-93,753
hr5153-93,753
hr5154-93,787
hr5155-93,790
hr5156-93,156
hr5156-93,177
hr5156-93,790
hr5157-93,815
hr5158-93,816
hr5159-93,856
hr5160-93,877
hr5161-93,936
hr5162-93,936
hr5162-93,1061
hr5163-93,936
hr5164-93,945
hr5165-93,972
hr5166-93,996
hr5167-93,996
hr5168-93,234
hr5168-93,838
hr5168-93,996
hr5169-93,3
hr5169-93,73
hr5169-93,134
hr5169-93,156
hr5169-93,195
hr5169-93,298
hr5169-93,503
hr5169-93,818
hr5169-93,820
hr5169-93,838
hr5169-93,842
hr5169-93,961
hr5169-93,987
hr5169-93,996
hr5169-93,1033
hr5170-93,996
hr5171-93,996
hr5172-93,996
hr5173-93,996
hr5174-93,134
hr5174-93,206
hr5174-93,234
hr5174-93,263
hr5174-93,275
hr5174-93,290
hr5174-93,731
hr5174-93,838
hr5174-93,996
hr5174-93,1241
hr5175-93,1024
hr5176-93,1086
hr5177-93,1086
hr5178-93,1091
hr5179-93,1091
hr5180-93,1144
hr5181-93,473
hr5181-93,1186
hr5182-93,1193
hr5183-93,1193
hr5184-93,1233
hr5185-93,1239
hr5186-93,6
hr5186-93,1239
hr5187-93,127
hr5187-93,712
hr5187-93,1239
hr5187-93,1252
hr5188-93,249
hr5189-93,337
hr5190-93,581
hr5191-93,712
hr5192-93,996
hr5193-93,726
hr5194-93,3
hr5194-93,920
hr5194-93,929
hr5194-93,987
hr5194-93,1115
hr5194-93,1241
hr5195-93,3
hr5195-93,229
hr5195-93,818
hr5196-93,16
hr5197-93,16
hr5198-93,16
hr5199-93,19
hr5200-93,46
hr5200-93,151
hr5200-93,163
hr5200-93,182
hr5200-93,195
hr5200-93,271
hr5200-93,290
hr5200-93,321
hr5200-93,365
hr5200-93,422
hr5200-93,480
hr5200-93,654
hr5200-93,757
hr5200-93,847
hr5200-93,858
hr5200-93,937
hr5200-93,969
hr5200-93,1056
hr5200-93,1119
hr5200-93,1154
hr5200-93,1235
hr5200-93,1241
hr5200-93,1249
hr5200-93,1253
hr5200-93,1260
hr5201-93,151
hr5201-93,159
hr5201-93,199
hr5201-93,386
hr5201-93,418
hr5201-93,477
hr5201-93,570
hr5201-93,608
hr5201-93,712
hr5201-93,827
hr5201-93,944
hr5201-93,981
hr5201-93,1108
hr5201-93,1153
hr5201-93,1267
hr5202-93,3
hr5202-93,40
hr5202-93,73
hr5202-93,156
hr5202-93,195
hr5202-93,203
hr5202-93,229
hr5202-93,234
hr5202-93,263
hr5202-93,284
hr5202-93,372
hr5202-93,411
hr5202-93,515
hr5202-93,529
hr5202-93,643
hr5202-93,753
hr5202-93,818
hr5202-93,866
hr5202-93,944
hr5202-93,961
hr5202-93,987
hr5202-93,996
hr5202-93,1101
hr5202-93,1115
hr5203-93,73
hr5203-93,134
hr5203-93,177
hr5203-93,234
hr5203-93,253
hr5203-93,263
hr5203-93,341
hr5203-93,353
hr5203-93,415
hr5203-93,464
hr5203-93,494
hr5203-93,500
hr5203-93,503
hr5203-93,515
hr5203-93,522
hr5203-93,529
hr5203-93,560
hr5203-93,654
hr5203-93,682
hr5203-93,753
hr5203-93,781
hr5203-93,820
hr5203-93,838
hr5203-93,920
hr5203-93,944
hr5204-93,73
hr5204-93,950
hr5204-93,996
hr5204-93,1105
hr5204-93,1193
hr5204-93,1233
hr5204-93,1239
hr5204-93,1241
hr5204-93,1253
hr5205-93,77
hr5205-93,416
hr5205-93,654
hr5205-93,995
hr5205-93,1252
hr5206-93,6
hr5206-93,23
hr5206-93,59
hr5206-93,84
hr5206-93,118
hr5206-93,149
hr5206-93,163
hr5206-93,177
hr5206-93,195
hr5206-93,262
hr5206-93,263
hr5206-93,305
hr5206-93,341
hr5206-93,365
hr5206-93,391
hr5206-93,430
hr5206-93,464
hr5206-93,515
hr5206-93,522
hr5206-93,723
hr5206-93,825
hr5206-93,834
hr5206-93,842
hr5206-93,866
hr5206-93,884
hr5207-93,104
hr5207-93,149
hr5207-93,286
hr5207-93,896
hr5207-93,908
hr5207-93,920
hr5207-93,929
hr5207-93,944
hr5207-93,973
hr5207-93,974
hr5207-93,981
hr5207-93,1001
hr5207-93,1093
hr5207-93,1117
hr5207-93,1152
hr5207-93,1187
hr5207-93,1239
hr5207-93,1241
hr5207-93,1253
hr5208-93,149
hr5208-93,522
hr5209-93,177
hr5210-93,202
hr5211-93,229
hr5212-93,229
hr5213-93,261
hr5213-93,970
hr5214-93,276
hr5215-93,337
hr5216-93,341
hr5217-93,3
hr5217-93,27
hr5217-93,84
hr5217-93,104
hr5217-93,134
hr5217-93,150
hr5217-93,156
hr5217-93,177
hr5217-93,195
hr5217-93,199
hr5217-93,221
hr5217-93,271
hr5217-93,286
hr5217-93,318
hr5217-93,321
hr5217-93,341
hr5217-93,384
hr5217-93,430
hr5217-93,522
hr5217-93,523
hr5217-93,611
hr5217-93,678
hr5217-93,680
hr5217-93,759
hr5217-93,820
hr5218-93,341
hr5218-93,843
hr5218-93,920
hr5218-93,974
hr5218-93,987
hr5218-93,996
hr5218-93,1101
hr5218-93,1131
hr5218-93,1159
hr5218-93,1180
hr5218-93,1202
hr5218-93,1229
hr5218-93,1233
hr5218-93,1253
hr5219-93,84
hr5219-93,104
hr5219-93,134
hr5219-93,143
hr5219-93,156
hr5219-93,195
hr5219-93,199
hr5219-93,221
hr5219-93,271
hr5219-93,286
hr5219-93,341
hr5219-93,384
hr5219-93,555
hr5219-93,611
hr5219-93,820
hr5219-93,843
hr5219-93,920
hr5219-93,974
hr5219-93,987
hr5219-93,996
hr5219-93,1131
hr5219-93,1202
hr5219-93,1229
hr5219-93,1233
hr5219-93,1253
hr5220-93,354
hr5220-93,422
hr5220-93,528
hr5220-93,765
hr5220-93,983
hr5220-93,1154
hr5220-93,1202
hr5221-93,365
hr5222-93,6
hr5222-93,81
hr5222-93,138
hr5222-93,177
hr5222-93,228
hr5222-93,365
hr5222-93,503
hr5222-93,509
hr5222-93,622
hr5222-93,625
hr5222-93,640
hr5222-93,760
hr5222-93,765
hr5222-93,818
hr5222-93,1079
hr5222-93,1093
hr5222-93,1099
hr5222-93,1104
hr5222-93,1153
hr5222-93,1250
hr5223-93,402
hr5224-93,17
hr5224-93,32
hr5224-93,42
hr5224-93,73
hr5224-93,86
hr5224-93,133
hr5224-93,139
hr5224-93,143
hr5224-93,253
hr5224-93,263
hr5224-93,305
hr5224-93,341
hr5224-93,370
hr5224-93,415
hr5224-93,416
hr5224-93,437
hr5224-93,458
hr5224-93,513
hr5224-93,535
hr5224-93,560
hr5224-93,561
hr5225-93,416
hr5225-93,625
hr5225-93,757
hr5225-93,760
hr5225-93,765
hr5225-93,781
hr5225-93,873
hr5225-93,907
hr5225-93,913
hr5225-93,995
hr5225-93,996
hr5225-93,1105
hr5225-93,1221
hr5225-93,1229
hr5225-93,1239
hr5225-93,1267
hr5226-93,133
hr5226-93,139
hr5226-93,283
hr5226-93,420
