bill_id,thomas_id
hconres1-102,21
hconres1-102,23
hconres1-102,34
hconres1-102,37
hconres1-102,72
hconres1-102,77
hconres1-102,82
hconres1-102,113
hconres1-102,116
hconres1-102,134
hconres1-102,220
hconres1-102,238
hconres1-102,245
hconres1-102,279
hconres1-102,284
hconres1-102,308
hconres1-102,326
hconres1-102,356
hconres1-102,361
hconres1-102,374
hconres1-102,395
hconres1-102,407
hconres1-102,431
hconres1-102,443
hconres1-102,546
hconres1-102,572
hconres1-102,613
hconres1-102,615
hconres1-102,616
hconres1-102,631
hconres1-102,637
hconres1-102,649
hconres1-102,657
hconres1-102,688
hconres1-102,709
hconres1-102,735
hconres1-102,748
hconres1-102,751
hconres1-102,753
hconres1-102,758
hconres1-102,766
hconres1-102,774
hconres1-102,798
hconres1-102,808
hconres1-102,815
hconres1-102,820
hconres1-102,828
hconres1-102,840
hconres1-102,851
hconres1-102,854
hconres1-102,855
hconres1-102,876
hconres1-102,878
hconres1-102,884
hconres1-102,888
hconres1-102,902
hconres1-102,904
hconres1-102,905
hconres1-102,909
hconres1-102,925
hconres1-102,944
hconres1-102,949
hconres1-102,974
hconres1-102,996
hconres1-102,1004
hconres1-102,1007
hconres1-102,1010
hconres1-102,1013
hconres1-102,1029
hconres1-102,1033
hconres1-102,1036
hconres1-102,1057
hconres1-102,1069
hconres1-102,1095
hconres1-102,1101
hconres1-102,1162
hconres1-102,1165
hconres1-102,1166
hconres1-102,1167
hconres1-102,1173
hconres1-102,1176
hconres1-102,1185
hconres1-102,1203
hconres1-102,1209
hconres1-102,1240
hconres1-102,1247
hconres1-102,1252
hconres2-102,77
hconres2-102,304
hconres2-102,688
hconres2-102,758
hconres2-102,815
hconres2-102,840
hconres2-102,855
hconres2-102,870
hconres2-102,875
hconres2-102,904
hconres2-102,958
hconres2-102,1029
hconres2-102,1115
hconres3-102,450
hconres3-102,1015
hconres4-102,820
hconres4-102,1092
hconres5-102,855
hconres6-102,855
hconres7-102,855
hconres8-102,2
hconres8-102,23
hconres8-102,36
hconres8-102,37
hconres8-102,50
hconres8-102,61
hconres8-102,108
hconres8-102,116
hconres8-102,142
hconres8-102,158
hconres8-102,162
hconres8-102,168
hconres8-102,207
hconres8-102,220
hconres8-102,238
hconres8-102,242
hconres8-102,266
hconres8-102,273
hconres8-102,279
hconres8-102,281
hconres8-102,282
hconres8-102,310
hconres8-102,331
hconres8-102,342
hconres8-102,370
hconres8-102,380
hconres8-102,384
hconres8-102,419
hconres8-102,425
hconres8-102,426
hconres8-102,439
hconres8-102,443
hconres8-102,448
hconres8-102,450
hconres8-102,472
hconres8-102,487
hconres8-102,490
hconres8-102,525
hconres8-102,533
hconres8-102,567
hconres8-102,569
hconres8-102,575
hconres8-102,607
hconres8-102,613
hconres8-102,615
hconres8-102,616
hconres8-102,641
hconres8-102,658
hconres8-102,663
hconres8-102,665
hconres8-102,682
hconres8-102,687
hconres8-102,690
hconres8-102,691
hconres8-102,694
hconres8-102,698
hconres8-102,708
hconres8-102,720
hconres8-102,739
hconres8-102,743
hconres8-102,753
hconres8-102,755
hconres8-102,771
hconres8-102,785
hconres8-102,794
hconres8-102,806
hconres8-102,828
hconres8-102,833
hconres8-102,840
hconres8-102,851
hconres8-102,870
hconres8-102,887
hconres8-102,897
hconres8-102,901
hconres8-102,902
hconres8-102,909
hconres8-102,912
hconres8-102,923
hconres8-102,934
hconres8-102,937
hconres8-102,947
hconres8-102,951
hconres8-102,956
hconres8-102,965
hconres8-102,968
hconres8-102,974
hconres8-102,979
hconres8-102,989
hconres8-102,990
hconres8-102,1023
hconres8-102,1030
hconres8-102,1060
hconres8-102,1063
hconres8-102,1067
hconres8-102,1069
hconres8-102,1075
hconres8-102,1077
hconres8-102,1097
hconres8-102,1103
hconres8-102,1137
hconres8-102,1165
hconres8-102,1185
hconres8-102,1190
hconres8-102,1197
hconres8-102,1232
