thomas_id,bioguide_id,firstname,lastname,gender,party_code,state_abbr,Year of birthdate
581,I000001,Richard,Ichord,M,100,MO,1926
582,I000023,Bob,Inglis,M,200,SC,1959
583,I000024,James,Inhofe,M,200,OK,1934
1369,I000025,Daniel,Inouye,M,100,HI,1924
584,I000026,Jay,Inslee,M,100,WA,1951
585,I000029,Andrew,Ireland,M,100,FL,1930
585,I000029,Andrew,Ireland,M,200,FL,1930
586,I000047,Ernest,Istook,M,200,OK,1950
1608,I000055,John,Isakson,M,200,GA,1944
1640,I000056,Darrell,Issa,M,200,CA,1953
1663,I000057,Steve,Israel,M,100,NY,1958
1370,J000013,Henry,Jackson,M,100,WA,1912
588,J000032,Sheila,Jackson Lee,F,100,TX,1950
589,J000033,Andrew,Jacobs,M,100,IN,1932
590,J000047,Craig,James,M,200,FL,1941
591,J000057,John,Jarman,M,100,OK,1915
591,J000057,John,Jarman,M,200,OK,1915
1371,J000064,Jacob,Javits,M,200,NY,1904
592,J000070,William,Jefferson,M,100,LA,1947
593,J000072,James,Jeffords,M,200,VT,1934
593,J000072,James,Jeffords,M,328,VT,1934
594,J000074,James,Jeffries,M,200,KS,1925
1494,J000082,William,Jenkins,M,200,TN,1936
595,J000083,Edgar,Jenkins,M,100,GA,1933
596,J000099,John,Jenrette,M,100,SC,1936
1372,J000101,Roger,Jepsen,M,200,IA,1928
1495,J000110,Christopher,John,M,100,LA,1960
597,J000115,Albert,Johnson,M,200,PA,1906
598,J000120,Clete,Johnson,M,100,GA,1948
599,J000126,Eddie,Johnson,F,100,TX,1935
600,J000135,Harold,Johnson,M,100,CA,1907
601,J000148,James,Johnson,M,200,CO,1930
1496,J000149,Jay,Johnson,M,100,WI,1943
602,J000163,Nancy,Johnson,F,200,CT,1935
603,J000174,Sam,Johnson,M,200,TX,1930
604,J000177,Tim,Johnson,M,100,SD,1946
606,J000187,Harry,Johnston,M,100,FL,1931
1373,J000189,John,Johnston,M,100,LA,1932
605,J000200,Walter,Johnston,M,200,NC,1936
607,J000211,Ben,Jones,M,100,GA,1941
608,J000216,Ed,Jones,M,100,TN,1912
609,J000232,James,Jones,M,100,OK,1939
610,J000248,Robert,Jones,M,100,AL,1912
612,J000255,Walter,Jones,M,200,NC,1943
611,J000256,Walter,Jones,M,100,NC,1913
613,J000265,James,Jontz,M,100,IN,1951
614,J000266,Barbara,Jordan,F,100,TX,1936
587,J000283,Jesse,Jackson,M,100,IL,1965
1581,J000284,Stephanie,Jones,F,100,OH,1949
1648,J000285,Timothy,Johnson,M,200,IL,1946
1746,J000286,William,Janklow,M,200,SD,1939
1785,J000287,Bobby,Jindal,M,200,LA,1971
1843,J000288,Henry,Johnson,M,100,GA,1954
1868,J000289,Jim,Jordan,M,200,OH,1964
1921,J000290,Lynn,Jenkins,F,200,KS,1963
1899,J000291,Mike,Johanns,M,200,NE,1950
2046,J000292,Bill,Johnson,M,200,OH,1954
2086,J000293,Ron,Johnson,M,200,WI,1955
2149,J000294,Hakeem,Jeffries,M,100,NY,1970
2154,J000295,David,Joyce,M,200,OH,1957
2199,J000296,David,Jolly,M,200,FL,1972
615,K000008,Paul,Kanjorski,M,100,PA,1937
616,K000009,Marcy,Kaptur,F,100,OH,1946
1374,K000011,David,Karnes,M,200,NE,1948
617,K000014,Joseph,Karth,M,100,MN,1922
618,K000016,John,Kasich,M,200,OH,1952
1375,K000017,Nancy,Kassebaum,F,200,KS,1932
619,K000019,Robert,Kasten,M,200,WI,1942
620,K000020,Robert,Kastenmeier,M,100,WI,1924
621,K000025,Abraham,Kazen,M,100,TX,1919
622,K000037,William,Keating,M,200,OH,1927
623,K000077,Richard,Kelly,M,200,FL,1924
624,K000078,Sue,Kelly,F,200,NY,1936
625,K000086,Jack,Kemp,M,200,NY,1935
1376,K000088,Dirk,Kempthorne,M,200,ID,1951
1377,K000105,Edward,Kennedy,M,100,MA,1932
626,K000110,Joseph,Kennedy,M,100,MA,1952
627,K000113,Patrick,Kennedy,M,100,RI,1967
628,K000118,Barbara,Kennelly,F,100,CT,1936
1378,K000146,J.,Kerrey,M,100,NE,1943
1379,K000148,John,Kerry,M,100,MA,1943
629,K000153,William,Ketchum,M,200,CA,1921
630,K000162,Martha,Keys,F,100,KS,1930
631,K000172,Dale,Kildee,M,100,MI,1929
1497,K000180,Carolyn,Kilpatrick,F,100,MI,1945
632,K000181,Jay,Kim,M,200,CA,1939
1498,K000188,Ron,Kind,M,100,WI,1963
633,K000190,Thomas,Kindness,M,200,OH,1929
634,K000195,Carleton,King,M,200,NY,1904
635,K000210,Peter,King,M,200,NY,1944
636,K000220,Jack,Kingston,M,200,GA,1955
637,K000259,Gerald,Kleczka,M,100,WI,1943
638,K000262,Herbert,Klein,M,100,NJ,1930
639,K000270,Ron,Klink,M,100,PA,1951
640,K000273,John,Kluczynski,M,100,IL,
641,K000274,Scott,Klug,M,200,WI,1953
642,K000288,Joseph,Knollenberg,M,200,MI,1933
643,K000302,Edward,Koch,M,100,NY,1924
644,K000304,Raymond,Kogovsek,M,100,CO,1941
1380,K000305,Herbert,Kohl,M,100,WI,1935
645,K000306,James,Kolbe,M,200,AZ,1942
646,K000307,Joseph,Kolter,M,100,PA,1926
647,K000309,Ernest,Konnyu,M,200,CA,1937
648,K000312,Michael,Kopetski,M,100,OR,1949
649,K000319,Peter,Kostmayer,M,100,PA,1946
650,K000322,Kenneth,Kramer,M,200,CO,1942
651,K000325,John,Krebs,M,100,CA,1926
652,K000328,Myron,Kreidler,M,100,WA,1943
653,K000333,Robert,Krueger,M,100,TX,1935
1499,K000336,Dennis,Kucinich,M,100,OH,1946
654,K000348,Dan,Kuykendall,M,200,TN,1924
655,K000352,Jon,Kyl,M,200,AZ,1942
656,K000356,Peter,Kyros,M,100,ME,1925
1582,K000357,Steven,Kuykendall,M,200,CA,1947
1652,K000358,Mark,Kennedy,M,200,MN,1957
1650,K000359,Brian,Kerns,M,200,IN,1957
1647,K000360,Mark,Kirk,M,200,IL,1959
1644,K000361,Ric,Keller,M,200,FL,1964
1724,K000362,Steve,King,M,200,IA,1949
1733,K000363,John,Kline,M,200,MN,1947
1795,K000364,John,Kuhl,M,200,NY,1943
1880,K000365,Steve,Kagen,M,100,WI,1949
1842,K000366,Ron,Klein,M,100,FL,1957
1826,K000367,Amy,Klobuchar,F,100,MN,1960
1907,K000368,Ann,Kirkpatrick,F,100,AZ,1950
1934,K000369,Larry,Kissell,M,100,NC,1951
1917,K000370,Suzanne,Kosmas,F,100,FL,1944
1926,K000371,Frank,Kratovil,M,100,MD,1968
1948,K000372,Mary Jo,Kilroy,F,100,OH,1949
1964,K000373,Edward,Kaufman,M,100,DE,1939
1972,K000374,Paul,Kirk,M,100,MA,1938
2025,K000375,William,Keating,M,100,MA,1952
2051,K000376,Mike,Kelly,M,200,PA,1948
2014,K000378,Adam,Kinzinger,M,200,IL,1978
2172,K000379,Joseph,Kennedy,M,100,MA,1980
2134,K000380,Daniel,Kildee,M,100,MI,1958
2169,K000381,Derek,Kilmer,M,100,WA,1974
2145,K000382,Ann,Kuster,F,100,NH,1956
2185,K000383,Angus,King,M,328,ME,1944
2176,K000384,Timothy,Kaine,M,100,VA,1958
2190,K000385,Robin,Kelly,F,100,IL,1956
658,L000020,Robert,Lagomarsino,M,200,CA,1926
1570,L000035,Blanche,Lincoln,F,100,AR,1960
1500,L000043,Nicholas,Lampson,M,100,TX,1945
660,L000045,H.,Lancaster,M,100,NC,1943
661,L000049,Earl,Landgrebe,M,200,IN,1916
662,L000054,Phillip,Landrum,M,100,GA,1907
663,L000090,Tom,Lantos,M,100,CA,1928
664,L000096,Steve,Largent,M,200,OK,1954
665,L000098,Larry,LaRocco,M,100,ID,1946
666,L000111,Tom,Latham,M,200,IA,1948
668,L000116,Delbert,Latta,M,200,OH,1920
669,L000119,Gregory,Laughlin,M,100,TX,1942
669,L000119,Gregory,Laughlin,M,200,TX,1942
1381,L000123,Frank,Lautenberg,M,100,NJ,1924
1382,L000148,Paul,Laxalt,M,200,NV,1922
670,L000155,Rick,Lazio,M,200,NY,1958
671,L000167,Anthony,Leach,M,100,LA,1934
672,L000169,James,Leach,M,200,IA,1942
1383,L000174,Patrick,Leahy,M,100,VT,1940
673,L000180,James,Leath,M,100,TX,1931
675,L000187,Raymond,Lederer,M,100,PA,1938
676,L000192,Gary,Lee,M,200,NY,1933
678,L000221,Robert,Leggett,M,100,CA,1926
679,L000225,Richard,Lehman,M,100,CA,1948
680,L000226,William,Lehman,M,100,FL,1913
681,L000237,George,Leland,M,100,TX,1944
682,L000243,Norman,Lent,M,200,NY,1931
1384,L000261,Carl,Levin,M,100,MI,1934
683,L000263,Sander,Levin,M,100,MI,1931
684,L000264,Meldon,Levine,M,100,CA,1943
685,L000265,Elliott,Levitas,M,100,GA,1930
686,L000267,David,Levy,M,200,NY,1953
687,L000274,Jerry,Lewis,M,200,CA,1934
688,L000287,John,Lewis,M,100,GA,1940
689,L000293,Ron,Lewis,M,200,KY,1946
690,L000295,Thomas,Lewis,M,200,FL,1924
1385,L000304,Joseph,Lieberman,M,100,CT,1942
691,L000305,James,Lightfoot,M,200,IA,1938
693,L000321,John,Linder,M,200,GA,1942
694,L000342,William,Lipinski,M,100,IL,1937
695,L000360,Jerry,Litton,M,100,MO,1937
696,L000371,Robert,Livingston,M,200,LA,1943
697,L000379,James,Lloyd,M,100,CA,1922
698,L000381,Marilyn,Lloyd,F,100,TN,1929
700,L000396,Thomas,Loeffler,M,200,TX,1946
701,L000397,Zoe,Lofgren,F,100,CA,1947
702,L000411,Catherine,Long,F,100,LA,1924
703,L000413,Clarence,Long,M,100,MD,1908
704,L000417,Gillis,Long,M,100,LA,1923
705,L000420,Jill,Long Thompson,F,100,IN,1952
1386,L000428,Russell,Long,M,100,LA,1918
706,L000431,James,Longley,M,200,ME,1951
707,L000447,Trent,Lott,M,200,MS,1941
708,L000479,William,Lowery,M,200,CA,1947
709,L000480,Nita,Lowey,F,100,NY,1937
710,L000486,Michael,Lowry,M,100,WA,1939
711,L000491,Frank,Lucas,M,200,OK,1960
1387,L000504,Richard,Lugar,M,200,IN,1932
712,L000506,Manuel,Luján,M,200,NM,1928
714,L000507,Charles,Luken,M,100,OH,1951
713,L000508,Thomas,Luken,M,100,OH,1925
715,L000509,Donald,Lukens,M,200,OH,1931
716,L000516,Stanley,Lundine,M,100,NY,1939
717,L000517,Daniel,Lungren,M,200,CA,1946
718,L000521,William,Luther,M,100,MN,1945
674,L000547,John,LeBoutillier,M,200,NY,1953
1546,L000550,Mary,Landrieu,F,100,LA,1955
1501,L000551,Barbara,Lee,F,100,CA,1946
659,L000552,Ray,LaHood,M,200,IL,1945
667,L000553,Steven,LaTourette,M,200,OH,1954
699,L000554,Frank,LoBiondo,M,200,NJ,1946
657,L000556,John,LaFalce,M,100,NY,1939
1583,L000557,John,Larson,M,100,CT,1948
1562,L000558,Kenneth,Lucas,M,100,KY,1933
1668,L000559,James,Langevin,M,100,RI,1964
1675,L000560,Rick,Larsen,M,100,WA,1965
677,L000561,Joseph,LeFante,M,100,NJ,1928
1686,L000562,Stephen,Lynch,M,100,MA,1955
1781,L000563,Daniel,Lipinski,M,100,IL,1966
1834,L000564,Doug,Lamborn,M,200,CO,1954
1846,L000565,David,Loebsack,M,100,IA,1952
1885,L000566,Robert,Latta,M,200,OH,1956
1936,L000567,Leonard,Lance,M,200,NJ,1952
1944,L000568,Christopher,Lee,M,200,NY,1964
1931,L000569,Blaine,Luetkemeyer,M,200,MO,1952
1939,L000570,Ben,Luján,M,100,NM,1972
1960,L000571,Cynthia,Lummis,F,200,WY,1954
1971,L000572,George,LeMieux,M,200,FL,1969
2011,L000573,Raúl,Labrador,M,200,ID,1967
2024,L000574,Jeff,Landry,M,200,LA,1970
2050,L000575,James,Lankford,M,200,OK,1968
2033,L000576,Billy,Long,M,200,MO,1955
2080,L000577,Mike,Lee,M,200,UT,1971
2100,L000578,Doug,LaMalfa,M,200,CA,1960
2111,L000579,Alan,Lowenthal,M,100,CA,1941
2146,L000580,Michelle,Lujan Grisham,F,100,NM,1959
719,M000005,Torbert,Macdonald,M,100,MA,1917
720,M000015,Ronald,Machtley,M,200,RI,1948
721,M000019,Connie,Mack,M,200,FL,1940
722,M000023,Kenneth,MacKay,M,100,FL,1933
723,M000039,Ray,Madden,M,100,IN,
724,M000041,Edward,Madigan,M,200,IL,1936
1388,M000053,Warren,Magnuson,M,100,WA,1905
725,M000058,Gene,Maguire,M,100,NJ,1939
726,M000065,George,Mahon,M,100,TX,1900
727,M000070,William,Mailliard,M,200,CA,1917
728,M000078,Richard,Mallary,M,200,VT,1929
729,M000087,Carolyn,Maloney,F,100,NY,1946
1502,M000090,James,Maloney,M,100,CT,1948
730,M000100,David,Mann,M,100,OH,1939
731,M000105,James,Mann,M,100,SC,1920
1389,M000113,Michael,Mansfield,M,100,MT,1903
732,M000117,Thomas,Manton,M,100,NY,1932
734,M000121,Joseph,Maraziti,M,200,NJ,1912
797,M000129,Marjorie,Margolies-Mezvinsky,F,100,PA,1942
735,M000133,Edward,Markey,M,100,MA,1946
736,M000136,Marc,Marks,M,200,PA,1927
737,M000139,Ronald,Marlenee,M,200,MT,1935
738,M000143,David,Marriott,M,200,UT,1939
739,M000174,David,Martin,M,200,NY,1944
740,M000175,David,Martin,M,200,NE,1907
741,M000183,James,Martin,M,200,NC,1935
742,M000195,Lynn,Martin,F,200,IL,1939
743,M000206,Matthew,Martínez,M,100,CA,1929
743,M000206,Matthew,Martínez,M,200,CA,1929
744,M000207,William,Martini,M,200,NJ,1947
745,M000212,Frank,Mascara,M,100,PA,1930
1390,M000236,Harlan,Mathews,M,100,TN,1927
1391,M000241,Charles,Mathias,M,200,MD,1922
746,M000242,Robert,Mathias,M,200,CA,1930
747,M000244,Marvin,Mathis,M,100,GA,1940
748,M000249,Robert,Matsui,M,100,CA,1941
749,M000250,Spark,Matsunaga,M,100,HI,1916
1392,M000257,Mack,Mattingly,M,200,GA,1931
750,M000260,James,Mattox,M,100,TX,1943
751,M000264,Nicholas,Mavroules,M,100,MA,1929
752,M000286,Wiley,Mayne,M,200,IA,1917
753,M000291,Romano,Mazzoli,M,100,KY,1932
754,M000303,John,McCain,M,200,AZ,1936
755,M000306,Alfred,McCandless,M,200,CA,1927
1503,M000309,Carolyn,McCarthy,F,100,NY,1944
1504,M000312,James,McGovern,M,100,MA,1959
756,M000316,Karen,McCarthy,F,100,MO,1947
1393,M000332,John,McClellan,M,100,AR,
757,M000340,Robert,McClory,M,200,IL,1908
758,M000342,Francis,McCloskey,M,100,IN,1939
759,M000343,Paul,McCloskey,M,200,CA,1927
1394,M000346,James,McClure,M,200,ID,1924
760,M000349,John,McCollister,M,200,NE,1921
761,M000350,Bill,McCollum,M,200,FL,1944
1395,M000355,Mitch,McConnell,M,200,KY,1942
762,M000365,Mike,McCormack,M,100,WA,1921
763,M000388,James,McCrery,M,200,LA,1949
764,M000398,David,McCurdy,M,100,OK,1950
765,M000399,Joseph,McDade,M,200,PA,1931
766,M000404,Jim,McDermott,M,100,WA,1936
767,M000413,Lawrence,McDonald,M,100,GA,1935
768,M000432,Bob,McEwen,M,200,OH,1950
769,M000433,Robert,McEwen,M,200,NY,1920
770,M000436,John,McFall,M,100,CA,1918
1396,M000445,Gale,McGee,M,100,WY,1915
1397,M000452,George,McGovern,M,100,SD,1922
771,M000458,Raymond,McGrath,M,200,NY,1942
772,M000466,Paul,McHale,M,100,PA,1950
773,M000472,John,McHugh,M,200,NY,1948
774,M000473,Matthew,McHugh,M,100,NY,1938
775,M000477,Scott,McInnis,M,200,CO,1953
776,M000481,David,McIntosh,M,200,IN,1958
1505,M000485,Mike,McIntyre,M,100,NC,1956
1398,M000486,Thomas,McIntyre,M,100,NH,1915
777,M000490,Koln,McKay,M,100,UT,1925
778,M000508,Howard,McKeon,M,200,CA,1938
779,M000512,John,McKernan,M,200,ME,1948
780,M000523,Cynthia,McKinney,F,100,GA,1955
781,M000527,Stewart,McKinney,M,200,CT,1931
782,M000566,John,McMillan,M,200,NC,1932
783,M000573,Charles,McMillen,M,100,MD,1952
784,M000589,James,McNulty,M,100,AZ,1925
785,M000590,Michael,McNulty,M,100,NY,1947
786,M000603,Clem,McSpadden,M,100,OK,1925
787,M000626,Lloyd,Meeds,M,100,WA,1927
788,M000627,Martin,Meehan,M,100,MA,1956
789,M000628,Carrie,Meek,F,100,FL,1926
790,M000635,John,Melcher,M,100,MT,1924
791,M000639,Robert,Menendez,M,100,NJ,1954
792,M000669,Jack,Metcalf,M,200,WA,1927
1399,M000671,Lee,Metcalf,M,100,MT,1911
793,M000675,Ralph,Metcalfe,M,100,IL,1910
1400,M000678,Howard,Metzenbaum,M,100,OH,1917
794,M000684,Jan,Meyers,F,200,KS,1928
795,M000685,Helen,Meyner,F,100,NJ,1929
796,M000686,Edward,Mezvinsky,M,100,IA,1937
798,M000687,Kweisi,Mfume,M,100,MD,1948
799,M000688,Daniel,Mica,M,100,FL,1944
800,M000689,John,Mica,M,200,FL,1943
801,M000692,Robert,Michel,M,200,IL,1923
802,M000702,Barbara,Mikulski,F,100,MD,1936
803,M000703,Abner,Mikva,M,100,IL,1926
804,M000708,Dale,Milford,M,100,TX,1926
805,M000714,Juanita,Millender-McDonald,F,100,CA,1938
806,M000718,Clarence,Miller,M,200,OH,1917
807,M000720,Dan,Miller,M,200,FL,1942
808,M000725,George,Miller,M,100,CA,1945
809,M000736,John,Miller,M,200,WA,1938
810,M000778,Wilbur,Mills,M,100,AR,1909
811,M000779,William,Mills,M,200,MD,1924
812,M000794,Norman,Mineta,M,100,CA,1931
813,M000795,David,Minge,M,100,MN,1942
814,M000796,Joseph,Minish,M,100,NJ,1916
815,M000797,Patsy,Mink,F,100,HI,1927
816,M000799,William,Minshall,M,200,OH,1911
817,M000808,Donald,Mitchell,M,200,NY,1923
1401,M000811,George,Mitchell,M,100,ME,1933
818,M000826,Parren,Mitchell,M,100,MD,1922
819,M000833,Wilmer,Mizell,M,200,NC,1930
820,M000834,John,Moakley,M,100,MA,1927
820,M000834,John,Moakley,M,329,MA,1927
821,M000839,Anthony,Moffett,M,100,CT,1944
822,M000842,Guy,Molinari,M,200,NY,1928
823,M000843,Susan,Molinari,F,200,NY,1958
824,M000844,Alan,Mollohan,M,100,WV,1943
825,M000845,Robert,Mollohan,M,100,WV,1909
1402,M000851,Walter,Mondale,M,100,MN,1928
826,M000860,David,Monson,M,200,UT,1945
827,M000865,Gillespie,Montgomery,M,100,MS,1920
1403,M000876,Joseph,Montoya,M,100,NM,1915
828,M000881,Jim,Moody,M,100,WI,1935
829,M000923,William,Moore,M,200,LA,1939
830,M000926,Carlos,Moorhead,M,200,CA,1922
831,M000930,William,Moorhead,M,100,PA,1923
832,M000933,James,Moran,M,100,VA,1945
1507,M000934,Jerry,Moran,M,200,KS,1954
833,M000941,Constance,Morella,F,200,MD,1931
1404,M000956,Robert,Morgan,M,100,NC,1925
834,M000958,Thomas,Morgan,M,100,PA,1906
835,M000992,Bruce,Morrison,M,100,CT,1944
836,M000999,Sidney,Morrison,M,200,WA,1933
1405,M001025,Carol,Moseley Braun,F,100,IL,1947
837,M001031,Charles,Mosher,M,200,OH,1906
1406,M001033,Frank,Moss,M,100,UT,1911
838,M001035,John,Moss,M,100,CA,1915
839,M001044,Ronald,Mottl,M,100,OH,1934
1407,M001054,Daniel,Moynihan,M,100,NY,1927
840,M001057,Robert,Mrazek,M,100,NY,1945
1408,M001085,Frank,Murkowski,M,200,AK,1933
841,M001088,Austin,Murphy,M,100,PA,1927
842,M001098,John,Murphy,M,100,NY,1926
843,M001101,Morgan,Murphy,M,100,IL,1932
1409,M001111,Patty,Murray,F,100,WA,1950
844,M001120,John,Murtha,M,100,PA,1932
1410,M001121,Edmund,Muskie,M,100,ME,1914
845,M001123,Raphael,Musto,M,100,PA,1929
846,M001128,Gary,Myers,M,200,PA,1937
847,M001130,John,Myers,M,200,IN,1927
848,M001132,Michael,Myers,M,100,PA,1943
849,M001134,Sue,Myrick,F,200,NC,1941
1506,M001137,Gregory,Meeks,M,100,NY,1953
733,M001138,Donald,Manzullo,M,200,IL,1944
1584,M001139,Gary,Miller,M,200,CA,1948
1561,M001140,Dennis,Moore,M,100,KS,1945
1624,M001141,Zell,Miller,M,100,GA,1932
1671,M001142,Jim,Matheson,M,100,UT,1960
1653,M001143,Betty,McCollum,F,100,MN,1954
1685,M001144,Jeff,Miller,M,200,FL,1959
1719,M001145,Denise,Majette,F,100,GA,1955
1718,M001146,James,Marshall,M,100,GA,1948
1732,M001147,Thaddeus,McCotter,M,200,MI,1965
1715,M001148,Kendrick,Meek,M,100,FL,1966
1730,M001149,Michael,Michaud,M,100,ME,1955
1731,M001150,Candice,Miller,F,200,MI,1954
1744,M001151,Tim,Murphy,M,200,PA,1952
1711,M001152,Marilyn,Musgrave,F,200,CO,1949
1694,M001153,Lisa,Murkowski,F,200,AK,1957
1735,M001154,R.,Miller,M,100,NC,1953
1776,M001155,Connie,Mack,M,200,FL,1967
1792,M001156,Patrick,McHenry,M,200,NC,1975
1804,M001157,Michael,McCaul,M,200,TX,1962
1806,M001158,Kenny,Marchant,M,200,TX,1951
1809,M001159,Cathy,Rodgers,F,200,WA,1969
1811,M001160,Gwen,Moore,F,100,WI,1951
1786,M001161,Charles,Melancon,M,100,LA,1947
1769,M001162,Mel,Martinez,M,200,FL,1946
1814,M001163,Doris,Matsui,F,100,CA,1944
1841,M001164,Tim,Mahoney,M,100,FL,1956
1833,M001165,Kevin,McCarthy,M,200,CA,1965
1832,M001166,Jerry,McNerney,M,100,CA,1951
1830,M001167,Harry,Mitchell,M,100,AZ,1940
1875,M001168,Patrick,Murphy,M,100,PA,1973
1837,M001169,Christopher,Murphy,M,100,CT,1973
1820,M001170,Claire,McCaskill,F,100,MO,1953
1943,M001171,Daniel,Maffei,M,100,NY,1968
1911,M001172,Betsy,Markey,F,100,CO,1956
1945,M001173,Eric,Massa,M,100,NY,1959
1941,M001174,Michael,McMahon,M,100,NY,1957
1918,M001175,Walter,Minnick,M,100,ID,1942
1900,M001176,Jeff,Merkley,M,100,OR,1956
1908,M001177,Tom,McClintock,M,200,CA,1956
1968,M001178,Scott,Murphy,M,100,NY,1970
2053,M001179,Tom,Marino,M,200,PA,1952
2074,M001180,David,McKinley,M,200,WV,1947
2052,M001181,Patrick,Meehan,M,200,PA,1955
2059,M001182,Mick,Mulvaney,M,200,SC,1967
1983,M001183,Joe,Manchin,M,100,WV,1947
2094,M001184,Thomas,Massie,M,200,KY,1971
2150,M001185,Sean,Maloney,M,100,NY,1966
2142,M001187,Mark,Meadows,M,200,NC,1959
2148,M001188,Grace,Meng,F,100,NY,1975
2130,M001189,Luke,Messer,M,200,IN,1969
2156,M001190,Markwayne,Mullin,M,200,OK,1977
2117,M001191,Patrick,Murphy,M,100,FL,1983
2195,M001192,Vance,McAllister,M,200,LA,1974
850,N000002,Jerrold,Nadler,M,100,NY,1947
851,N000003,David,Nagle,M,100,IA,1943
852,N000005,John,Napier,M,200,SC,1947
853,N000009,William,Natcher,M,100,KY,1909
854,N000015,Richard,Neal,M,100,MA,1949
855,N000016,Stephen,Neal,M,100,NC,1934
856,N000019,Lucien,Nedzi,M,100,MI,1925
857,N000027,James,Nelligan,M,200,PA,1929
858,N000028,Ancher,Nelsen,M,200,MN,1904
859,N000032,Bill,Nelson,M,100,FL,1942
1411,N000033,Gaylord,Nelson,M,100,WI,1916
860,N000051,George,Nethercutt,M,200,WA,1944
861,N000054,Mark,Neumann,M,200,WI,1954
862,N000081,Robert,Ney,M,200,OH,1954
864,N000094,Richard,Nichols,M,200,KS,1926
863,N000095,William,Nichols,M,100,AL,1918
1412,N000102,Don,Nickles,M,200,OK,1948
865,N000106,Howard,Nielson,M,200,UT,1924
866,N000113,Robert,Nix,M,100,PA,
867,N000127,Richard,Nolan,M,100,MN,1943
1508,N000143,Anne,Northup,F,200,KY,1948
869,N000159,Charles,Norwood,M,200,GA,1941
870,N000163,Henry,Nowak,M,100,NY,1935
1413,N000171,Samuel,Nunn,M,100,GA,1938
871,N000172,James,Nussle,M,200,IA,1960
1602,N000179,Grace,Napolitano,F,100,CA,1936
1627,N000180,Ben,Nelson,M,100,NE,1941
1710,N000181,Devin,Nunes,M,200,CA,1973
1758,N000182,Randy,Neugebauer,M,200,TX,1949
1957,N000183,Glenn,Nye,M,100,VA,1974
2060,N000184,Kristi,Noem,F,200,SD,1971
2001,N000185,Richard,Nugent,M,200,FL,1951
2034,N000186,Alan,Nunnelee,M,200,MS,1958
2108,N000187,Gloria,Negrete McLeod,F,100,CA,1941
875,O000001,Mary,Oakar,F,100,OH,1940
876,O000006,James,Oberstar,M,100,MN,1934
877,O000007,David,Obey,M,100,WI,1938
872,O000010,George,O’Brien,M,200,IL,1917
873,O000055,James,O’Hara,M,100,MI,1925
878,O000069,James,Olin,M,100,VA,1920
879,O000085,John,Olver,M,100,MA,1936
874,O000098,Thomas,O’Neill,M,100,MA,1912
880,O000107,Solomon,Ortiz,M,100,TX,1937
881,O000108,William,Orton,M,100,UT,1948
882,O000134,Richard,Ottinger,M,100,NY,1929
884,O000156,Douglas,Owens,M,100,UT,1937
883,O000159,Major,Owens,M,100,NY,1936
885,O000163,Michael,Oxley,M,200,OH,1944
1585,O000164,Doug,Ose,M,200,CA,1955
1658,O000165,Thomas,Osborne,M,200,NE,1937
1646,O000166,C.L.,Otter,M,200,ID,1942
1763,O000167,Barack,Obama,M,100,IL,1961
1763,O000167,Barack,Obama,M,100,USA,1961
1955,O000168,Pete,Olson,M,200,TX,1962
1974,O000169,William,Owens,M,100,NY,1949
2162,O000170,Beto,O’Rourke,M,100,TX,1972
886,P000005,Ron,Packard,M,200,CA,1931
1414,P000009,Robert,Packwood,M,200,OR,1932
887,P000034,Frank,Pallone,M,100,NJ,1951
888,P000047,Leon,Panetta,M,100,CA,1938
1509,P000049,Michael,Pappas,M,200,NJ,1960
889,P000066,Michael,Parker,M,100,MS,1949
889,P000066,Michael,Parker,M,200,MS,1949
890,P000080,Stanford,Parris,M,200,VA,1929
1510,P000096,Bill,Pascrell,M,100,NJ,1937
891,P000097,Charles,Pashayan,M,200,CA,1941
892,P000098,Otto,Passman,M,100,LA,1900
893,P000099,Ed,Pastor,M,100,AZ,1943
1415,P000100,John,Pastore,M,100,RI,1907
895,P000103,John,Patman,M,100,TX,
894,P000104,William,Patman,M,100,TX,1927
896,P000106,Edward,Patten,M,100,NJ,1905
897,P000112,Elizabeth,Patterson,F,100,SC,1939
898,P000121,Jerry,Patterson,M,100,CA,1934
899,P000134,Edward,Pattison,M,100,NY,1932
901,P000148,L.,Paxon,M,200,NY,1954
902,P000149,Donald,Payne,M,100,NJ,1934
903,P000152,Lewis,Payne,M,100,VA,1945
1416,P000166,James,Pearson,M,200,KS,1920
904,P000170,Donald,Pease,M,100,OH,1931
1511,P000171,Edward,Pease,M,200,IN,1951
1417,P000193,Claiborne,Pell,M,100,RI,1918
905,P000197,Nancy,Pelosi,F,100,CA,1940
906,P000215,Timothy,Penny,M,100,MN,1951
907,P000218,Claude,Pepper,M,100,FL,1900
1418,P000222,Charles,Percy,M,200,IL,1919
909,P000229,Carl,Perkins,M,100,KY,1954
908,P000230,Carl,Perkins,M,100,KY,1912
910,P000258,Collin,Peterson,M,100,MN,1944
911,P000259,Douglas,Peterson,M,100,FL,1935
1512,P000263,John,Peterson,M,200,PA,1938
912,P000265,Thomas,Petri,M,200,WI,1940
913,P000272,Jerry,Pettis,M,200,CA,1916
914,P000273,Shirley,Pettis,F,200,CA,1924
915,P000280,Peter,Peyser,M,100,NY,1921
915,P000280,Peter,Peyser,M,200,NY,1921
1513,P000323,Charles,Pickering,M,200,MS,1963
